,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,计数项:事件描述,,
,,行标签,总计,
,,Parts不良,72,0.052060737527114966
,,PM,321,0.23210412147505424
,,操作不当,30,0.021691973969631236
,,厂务异常,7,0.005061460592913955
,,工艺条件异常,145,0.10484454085321765
,,耗材消耗,142,0.10267534345625452
,,晶圆异常,11,0.007953723788864787
,,其它,5,0.0036153289949385392
,,腔室环境异常,5,0.0036153289949385392
,,软件异常,74,0.05350686912509038
,,设备装置异常,571,0.4128705712219812
,,总计,1383,
